ID,LOCTYPE,X_COORD,Y_COORD,GROEP,NUMMER,NAAM,WETENS,SBB_KL,TANSLEY,DATUM,WAARN,OPM
50001,"p",189108,540276,9.0000000000000000e+00,1099,"Waterzuring","Rumex hydrolapathum",1,"s","09/20/13 00:00:00","Wout Bijkerk","org.nr. =  8005"
50002,"p",189257,540204,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",4,"r","09/20/13 00:00:00","Wout Bijkerk","org.nr. =  8009"
50003,"p",189121,539973,1.0000000000000000e+01,3172,"Stijf veenmos","Sphagnum capillifolium",4,"r","09/20/13 00:00:00","Wout Bijkerk","org.nr. =  8055"
50004,"p",189192,539970,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",3,"s","09/20/13 00:00:00","Wout Bijkerk","org.nr. =  8058"
50005,"p",190245,540352,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",4,"f","10/02/13 00:00:00","Theo Jager","org.nr. =  9087"
50006,"p",190612,541094,9.0000000000000000e+00,923,"Moeraskartelblad","Pedicularis palustris",3,"s","06/12/13 00:00:00","Klaas van der Veen","org.nr. =  10008"
50007,"p",190612,541094,9.0000000000000000e+00,688,"Padderus","Juncus subnodulosus",4,"s","06/12/13 00:00:00","Klaas van der Veen","org.nr. =  10008"
50008,"p",190596,541115,9.0000000000000000e+00,923,"Moeraskartelblad","Pedicularis palustris",1,"s","06/12/13 00:00:00","Klaas van der Veen","org.nr. =  10009"
50009,"p",190675,541024,9.0000000000000000e+00,923,"Moeraskartelblad","Pedicularis palustris",3,"s","06/12/13 00:00:00","Klaas van der Veen","org.nr. =  10011"
50010,"p",190700,540981,9.0000000000000000e+00,688,"Padderus","Juncus subnodulosus",4,"s","06/12/13 00:00:00","Klaas van der Veen","org.nr. =  10012"
50011,"p",190989,540524,9.0000000000000000e+00,670,"Veldrus","Juncus acutiflorus",4,"s","06/12/13 00:00:00","Klaas van der Veen","org.nr. =  10013"
50012,"p",191022,540488,9.0000000000000000e+00,237,"Stijve zegge","Carex elata",2,"s","06/16/13 00:00:00","Klaas van der Veen","org.nr. =  10017"
50013,"p",190865,540703,9.0000000000000000e+00,1183,"Waterkruiskruid","Senecio aquaticus",2,"s","06/16/13 00:00:00","Klaas van der Veen","org.nr. =  10021"
50014,"p",190857,540718,9.0000000000000000e+00,1183,"Waterkruiskruid","Senecio aquaticus",3,"s","06/16/13 00:00:00","Klaas van der Veen","org.nr. =  10022"
50015,"p",190783,540829,9.0000000000000000e+00,1332,"Kleine valeriaan","Valeriana dioica",2,"s","06/16/13 00:00:00","Klaas van der Veen","org.nr. =  10027"
50016,"p",190786,540852,9.0000000000000000e+00,248,"Blauwe zegge","Carex panicea",3,"s","06/16/13 00:00:00","Klaas van der Veen","org.nr. =  10030"
50017,"p",190765,540855,9.0000000000000000e+00,688,"Padderus","Juncus subnodulosus",4,"s","06/16/13 00:00:00","Klaas van der Veen","org.nr. =  10031"
50018,"p",190537,540077,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",4,"r","09/25/13 00:00:00","Ronald Bakker","org.nr. =  11008"
50019,"p",190544,540239,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",3,"r","09/26/13 00:00:00","Ronald Bakker","org.nr. =  11033"
50020,"p",189372,539900,9.0000000000000000e+00,420,"Kamvaren","Dryopteris cristata",1,"s","10/08/13 00:00:00","Ronald Bakker","org.nr. =  12024"
50021,"p",189323,539965,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",4,"r","10/08/13 00:00:00","Ronald Bakker","org.nr. =  12025"
50022,"p",189282,539371,9.0000000000000000e+00,890,"Rietorchis","Dactylorhiza majalis subsp. pr",1,"s","08/29/13 00:00:00","Jan Erik Plantinga","org.nr. =  13010"
50023,"p",189229,539292,9.0000000000000000e+00,890,"Rietorchis","Dactylorhiza majalis subsp. pr",2,"r","08/29/13 00:00:00","Jan Erik Plantinga","org.nr. =  13012"
50024,"p",189216,539306,9.0000000000000000e+00,890,"Rietorchis","Dactylorhiza majalis subsp. pr",2,"r","08/29/13 00:00:00","Jan Erik Plantinga","org.nr. =  13013"
50025,"p",189212,539326,9.0000000000000000e+00,890,"Rietorchis","Dactylorhiza majalis subsp. pr",1,"s","08/29/13 00:00:00","Jan Erik Plantinga","org.nr. =  13014"
50026,"p",189244,539359,9.0000000000000000e+00,890,"Rietorchis","Dactylorhiza majalis subsp. pr",2,"r","08/29/13 00:00:00","Jan Erik Plantinga","org.nr. =  13015"
50027,"p",189223,539383,9.0000000000000000e+00,890,"Rietorchis","Dactylorhiza majalis subsp. pr",2,"r","08/29/13 00:00:00","Jan Erik Plantinga","org.nr. =  13016"
50028,"p",189402,539525,9.0000000000000000e+00,890,"Rietorchis","Dactylorhiza majalis subsp. pr",1,"s","08/29/13 00:00:00","Jan Erik Plantinga","org.nr. =  13019"
50029,"p",189426,539542,9.0000000000000000e+00,890,"Rietorchis","Dactylorhiza majalis subsp. pr",1,"s","08/29/13 00:00:00","Jan Erik Plantinga","org.nr. =  13020"
50030,"p",189317,539642,1.0000000000000000e+01,3011,"Hoogveenmos","Sphagnum magellanicum",4,"s","08/29/13 00:00:00","Jan Erik Plantinga","org.nr. =  13022"
50031,"p",189306,539503,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",4,"s","08/29/13 00:00:00","Jan Erik Plantinga","org.nr. =  13035"
50032,"p",189306,539503,9.0000000000000000e+00,1230,"Kleinste egelskop","Sparganium natans",1,"s","08/29/13 00:00:00","Jan Erik Plantinga","org.nr. =  13035"
50033,"p",189153,539471,1.0000000000000000e+01,3011,"Hoogveenmos","Sphagnum magellanicum",4,"r","08/29/13 00:00:00","Jan Erik Plantinga","org.nr. =  13046"
50034,"p",189117,539485,1.0000000000000000e+01,3011,"Hoogveenmos","Sphagnum magellanicum",3,"s","08/29/13 00:00:00","Jan Erik Plantinga","org.nr. =  13047"
50035,"p",189167,539432,1.0000000000000000e+01,3011,"Hoogveenmos","Sphagnum magellanicum",4,"r","08/29/13 00:00:00","Jan Erik Plantinga","org.nr. =  13049"
50036,"p",189182,539426,1.0000000000000000e+01,3011,"Hoogveenmos","Sphagnum magellanicum",4,"r","08/29/13 00:00:00","Jan Erik Plantinga","org.nr. =  13050"
50037,"p",189985,539371,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",2,"s","09/03/13 00:00:00","Ronald Bakker","org.nr. =  14006"
50038,"p",189958,539354,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",3,"r","09/03/13 00:00:00","Ronald Bakker","org.nr. =  14007"
50039,"p",190010,539250,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",3,"r","09/03/13 00:00:00","Ronald Bakker","org.nr. =  14010"
50040,"p",190015,539237,1.0000000000000000e+01,3011,"Hoogveenmos","Sphagnum magellanicum",3,"r","09/03/13 00:00:00","Ronald Bakker","org.nr. =  14011"
50041,"p",190057,539234,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",3,"r","09/03/13 00:00:00","Ronald Bakker","org.nr. =  14013"
50042,"p",190053,539265,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",4,"r","09/03/13 00:00:00","Ronald Bakker","org.nr. =  14017"
50043,"p",190053,539265,1.0000000000000000e+01,3011,"Hoogveenmos","Sphagnum magellanicum",4,"r","09/03/13 00:00:00","Ronald Bakker","org.nr. =  14017"
50044,"p",189864,539236,9.0000000000000000e+00,908,"Koningsvaren","Osmunda regalis",2,"s","09/06/13 00:00:00","Ronald Bakker","org.nr. =  14053"
50045,"p",189852,539115,9.0000000000000000e+00,908,"Koningsvaren","Osmunda regalis",2,"s","09/06/13 00:00:00","Ronald Bakker","org.nr. =  14060"
50046,"p",190660,539394,9.0000000000000000e+00,549,"Liggend walstro","Galium saxatile",2,"s","09/10/13 00:00:00","Ronald Bakker","org.nr. =  15045"
50047,"p",190680,539362,9.0000000000000000e+00,549,"Liggend walstro","Galium saxatile",2,"s","09/10/13 00:00:00","Ronald Bakker","org.nr. =  15046"
50048,"p",190697,539340,9.0000000000000000e+00,549,"Liggend walstro","Galium saxatile",3,"r","09/10/13 00:00:00","Ronald Bakker","org.nr. =  15047"
50049,"p",190673,539380,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",4,"r","09/10/13 00:00:00","Ronald Bakker","org.nr. =  15049"
50050,"p",190870,539426,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",4,"r","09/18/13 00:00:00","Ronald Bakker","org.nr. =  15077"
50051,"p",190846,539282,1.0000000000000000e+01,3011,"Hoogveenmos","Sphagnum magellanicum",3,"r","09/18/13 00:00:00","Ronald Bakker","org.nr. =  15093"
50052,"p",190839,539296,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",4,"r","09/18/13 00:00:00","Ronald Bakker","org.nr. =  15095"
50053,"p",190908,539210,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",4,"r","09/18/13 00:00:00","Ronald Bakker","org.nr. =  15098"
50054,"p",190741,539342,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",3,"r","09/19/13 00:00:00","Ronald Bakker","org.nr. =  15106"
50055,"p",190849,539069,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",4,"r","09/19/13 00:00:00","Ronald Bakker","org.nr. =  15121"
50056,"p",190829,539090,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",4,"r","09/19/13 00:00:00","Ronald Bakker","org.nr. =  15122"
50057,"p",190817,539078,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",4,"r","09/19/13 00:00:00","Ronald Bakker","org.nr. =  15125"
50058,"p",190801,539072,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",4,"r","09/19/13 00:00:00","Ronald Bakker","org.nr. =  15126"
50059,"p",190745,539150,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",4,"r","09/19/13 00:00:00","Ronald Bakker","org.nr. =  15128"
50060,"p",191355,539980,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",4,"s","06/12/13 00:00:00","Klaas van der Veen","org.nr. =  16008"
50061,"p",191552,539650,9.0000000000000000e+00,248,"Blauwe zegge","Carex panicea",3,"s","06/12/13 00:00:00","Klaas van der Veen","org.nr. =  16022"
50062,"p",191552,539650,9.0000000000000000e+00,1183,"Waterkruiskruid","Senecio aquaticus",3,"s","06/12/13 00:00:00","Klaas van der Veen","org.nr. =  16022"
50063,"p",190914,538918,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",3,"r","09/19/13 00:00:00","Ronald Bakker","org.nr. =  18003"
50064,"p",190640,539103,9.0000000000000000e+00,908,"Koningsvaren","Osmunda regalis",1,"s","09/20/13 00:00:00","Ronald Bakker","org.nr. =  18007"
50065,"p",190288,538550,9.0000000000000000e+00,260,"Snavelzegge","Carex rostrata",4,"r","10/17/13 00:00:00","Ronald Bakker","org.nr. =  18054"
50066,"p",190232,538663,1.0000000000000000e+01,3011,"Hoogveenmos","Sphagnum magellanicum",4,"r","10/17/13 00:00:00","Ronald Bakker","org.nr. =  18056"
50067,"p",190249,538752,9.0000000000000000e+00,849,"Wilde gagel","Myrica gale",3,"r","10/17/13 00:00:00","Ronald Bakker","org.nr. =  18060"
50068,"p",190404,538553,1.0000000000000000e+01,3011,"Hoogveenmos","Sphagnum magellanicum",4,"r","10/21/13 00:00:00","Ronald Bakker","org.nr. =  18083"
50069,"p",190374,538608,1.0000000000000000e+01,3022,"Violet veenmos","Sphagnum russowii",4,"r","10/21/13 00:00:00","Ronald Bakker","org.nr. =  18085"
50070,"p",190386,538589,1.0000000000000000e+01,3022,"Violet veenmos","Sphagnum russowii",3,"r","10/21/13 00:00:00","Ronald Bakker","org.nr. =  18088"
50071,"p",190318,538738,9.0000000000000000e+00,239,"Draadzegge","Carex lasiocarpa",4,"r","10/21/13 00:00:00","Ronald Bakker","org.nr. =  18090"
50072,"p",190333,538717,9.0000000000000000e+00,239,"Draadzegge","Carex lasiocarpa",4,"r","10/21/13 00:00:00","Ronald Bakker","org.nr. =  18091"
50073,"p",190709,538202,9.0000000000000000e+00,1226,"Moerasmelkdistel","Sonchus palustris",2,"r","09/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19002"
50074,"p",190709,538202,9.0000000000000000e+00,638,"Waterviolier","Hottonia palustris",2,"s","09/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19002"
50075,"p",190691,538217,9.0000000000000000e+00,1230,"Kleinste egelskop","Sparganium natans",3,"s","09/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19003"
50076,"p",190671,538234,9.0000000000000000e+00,1230,"Kleinste egelskop","Sparganium natans",3,"r","09/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19005"
50077,"p",190671,538234,9.0000000000000000e+00,1099,"Waterzuring","Rumex hydrolapathum",4,"f","09/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19005"
50078,"p",190646,538320,9.0000000000000000e+00,260,"Snavelzegge","Carex rostrata",4,"r","09/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19009"
50079,"p",190667,538246,9.0000000000000000e+00,1230,"Kleinste egelskop","Sparganium natans",3,"s","09/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19011"
50080,"p",190656,538278,9.0000000000000000e+00,1230,"Kleinste egelskop","Sparganium natans",4,"r","09/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19012"
50081,"p",190656,538278,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",5,"r","09/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19012"
50082,"p",190656,538278,9.0000000000000000e+00,260,"Snavelzegge","Carex rostrata",5,"r","09/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19012"
50083,"p",190564,538471,9.0000000000000000e+00,1199,"Tandjesgras","Danthonia decumbens",1,"s","09/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19017"
50084,"p",190574,538466,9.0000000000000000e+00,1199,"Tandjesgras","Danthonia decumbens",1,"s","09/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19020"
50085,"p",190602,538108,9.0000000000000000e+00,1324,"Klein blaasjeskruid","Utricularia minor",5,"r","08/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19029"
50086,"p",190602,538108,9.0000000000000000e+00,212,"Moeraszegge","Carex acutiformis",4,"r","08/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19029"
50087,"p",190570,538161,9.0000000000000000e+00,1099,"Waterzuring","Rumex hydrolapathum",2,"s","08/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19032"
50088,"p",190570,538161,9.0000000000000000e+00,463,"Holpijp","Equisetum fluviatile",3,"r","08/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19032"
50089,"p",190570,538161,9.0000000000000000e+00,260,"Snavelzegge","Carex rostrata",3,"r","08/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19032"
50090,"p",190526,538187,9.0000000000000000e+00,890,"Rietorchis","Dactylorhiza majalis subsp. pr",1,"s","08/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19034"
50091,"p",190461,538317,9.0000000000000000e+00,1255,"Krabbescheer","Stratiotes aloides",5,"r","09/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19036"
50092,"p",190474,538296,9.0000000000000000e+00,1099,"Waterzuring","Rumex hydrolapathum",2,"r","09/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19037"
50093,"p",190545,538190,9.0000000000000000e+00,1230,"Kleinste egelskop","Sparganium natans",3,"s","09/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19039"
50094,"p",190501,538221,9.0000000000000000e+00,890,"Rietorchis","Dactylorhiza majalis subsp. pr",2,"s","09/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19041"
50095,"p",190672,538325,9.0000000000000000e+00,463,"Holpijp","Equisetum fluviatile",3,"r","09/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19046"
50096,"p",190672,538325,9.0000000000000000e+00,1230,"Kleinste egelskop","Sparganium natans",4,"r","09/02/13 00:00:00","Jan Erik Plantinga","org.nr. =  19046"
