Cata_ID,Versie,Code,KlasseNaamNed,VerbRGNaamNed,AssocRGNaamNed,SubAssocNaamNed,LandTypeNed,LandTypeWet,Vervallen,Vervangbaarheid,VVNCode,VVNNaam
842,2.0020000000000000e+03,"37-d+RL","KLASSE DER DOORNSTRUWELEN","RG Bosrank","nvt","nvt","RG Bosrank-[Klasse der doornstruwelen]","RG Clematis vitalba-[Rhamno-Prunetea]",0,3,"37Ab1d","Pruno-Crataegetum clematidetosum"
843,2.0020000000000000e+03,"37-e+RL","KLASSE DER DOORNSTRUWELEN","RG Koebraam","nvt","nvt","RG Koebraam-[Klasse der doornstruwelen]","RG Rubus ulmifolius-[Rhamno-Prunetea]",0,3,"37Ab1b","Pruno-Crataegetum rubetosum ulmifolii"
844,2.0020000000000000e+03,"37-f+RL","KLASSE DER DOORNSTRUWELEN","RG van Rozen en Liguster","nvt","nvt","RG Rozen - Liguster-[Klasse der doornstruwelen]","RG Rosa spec-Ligustrum vulgare-[Rhamno-Prunetea]",0,3,"37Ac4","Pruno spinosae-Ligustretum"
845,2.0020000000000000e+03,"37B1+RL","KLASSE DER DOORNSTRUWELEN","Ligusterverbond","Associatie van Duindoorn en Vlier","nvt","Associatie van Duindoorn en Vlier","Hippophao-Sambucetum",0,3,"37Ac1","Hippophao-Sambucetum"
846,2.0020000000000000e+03,"37B2+RL","KLASSE DER DOORNSTRUWELEN","Ligusterverbond","Associatie van Duindoorn en Liguster","nvt","Associatie van Duindoorn en Liguster","Hippophao-Ligustretum",0,3,"37Ac2","Hippophao-Ligustretum"
847,2.0020000000000000e+03,"37B3+RL","KLASSE DER DOORNSTRUWELEN","Ligusterverbond","Associatie van Wegedoorn en Eenstijlige meidoorn","nvt","Associatie van Wegedoorn en Eenstijlige meidoorn","Rhamno-Crataegetum",0,3,"37Ac3","Rhamno-Crataegetum"
850,2.0020000000000000e+03,"37B-c+RL","KLASSE DER DOORNSTRUWELEN","Ligusterverbond","RG Duindoorn en Akkermelkdistel","nvt","RG Duindoorn-Akkermelkdistel-[Liguster-verbond]","RG Hippophae rhamn. -Sonchus arv. -[Berberidion]",0,3,"37-RG1-[37Ac/23","RG Hippophae rhamnoides-Sonchus arvensis-[Berberidion vulgaris/Ammophilion arenariae]"
851,2.0020000000000000e+03,"37B-d+RL","KLASSE DER DOORNSTRUWELEN","Ligusterverbond","RG Duindoorn en korstmossen","nvt","RG Duindoorn - korstmossen-[Liguster-verbond]","RG Hippophae rhamnoides - Cladonia-[Berberidion]",0,3,"37-RG2-[37Ac/14","RG Hippophae rhamnoides-Cladonia-[Berberidion vulgaris/Tortulo-Koelerion]"
853,2.0020000000000000e+03,"37B-f+RL","KLASSE DER DOORNSTRUWELEN","Ligusterverbond","RG Wilde liguster","nvt","RG Wilde liguster-[Liguster-verbond]","RG Ligustrum vulgare-[Berberidion vulgaris]",0,3,,
854,2.0020000000000000e+03,"35A+RL","BRUMMEL-KLASSE","Brummel-verbond","nvt","nvt","Brummel-verbond","Lonicero-Rubion silvatici",0,3,,
855,2.0020000000000000e+03,"36A+RL","KLASSE DER WILGENBROEKSTRUWELEN","Verbond der Wilgenbroekstruwelen","nvt","nvt","Verbond der wilgenbroekstruwelen","Salicion cinereae",0,3,,
856,2.0020000000000000e+03,"37A+RL","KLASSE DER DOORNSTRUWELEN","Verbond van Bramen en Sleedoorn","nvt","nvt","Verbond van Bramen en Sleedoorn","Pruno-Rubion radulae",0,3,,
857,2.0020000000000000e+03,"37B+RL","KLASSE DER DOORNSTRUWELEN","Ligusterverbond","nvt","nvt","Liguster-verbond","Berberidion vulgaris",0,3,,
858,2.0020000000000000e+03,"09A-b","KLASSE DER KLEINE ZEGGEN","Verbond van Zwarte zegge","RG Zomprus","nvt","RG Zomprus-[Vlotgr.-v./V.Zw.zegge/Zilversch.-v.]","RG Juncus artic-[S-Glycerion/Caricion ni/Lo-Pot]",0,3,"nvt","Plantaginetea majoris"
859,2.0020000000000000e+03,"12B-m","WEEGBREE-KLASSE","Zilverschoon-verbond","RG Zomprus","nvt","RG Zomprus-[Vlotgr.-v./V.Zw.zegge/Zilversch.-v.]","RG Juncus artic-[S-Glycerion/Caricion ni/Lo-Pot]",0,3,"nvt","Plantaginetea majoris"
860,2.0020000000000000e+03,"08A-d","RIET-KLASSE","Vlotgras-verbond","RG Zomprus","nvt","RG Zomprus-[Vlotgr.-v./V.Zw.zegge/Zilversch.-v.]","RG Juncus artic-[S-Glycerion/Caricion ni/Lo-Pot]",0,3,"nvt","Plantaginetea majoris"
861,2.0020000000000000e+03,"11-j","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","RG Geelgroene dwergzegge","nvt","nvt","RG Gg.zegge-Dw.zegge-[K.hveen.hei/V.Biez.Pijpes]","RG Carex oederi-[Oxyc-Sphagnetea/Junco-Molinion]",0,3,"nvt","Oxycocco-Sphagnetea"
862,2.0020000000000000e+03,"11-k","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","RG Beenbreek","nvt","nvt","RG Beenbreek-[Kl. hoogveenbult. en natte heiden]","RG Narthecium ossifraga-[Oxycocco-Sphagnetea]",0,3,"nvt","Oxycocco-Sphagnetea"
863,2.0020000000000000e+03,"34A+RL","KLASSE DER KAPVLAKTENGEMEENSCHAPPEN","Wilgenroosjesverbond","nvt","nvt","Wilgenroosjesverbond","Carici piluliferae-Epilobion angustifolii",0,3,,
864,2.0030000000000000e+03,"08C5c","RIET-KLASSE","Verbond der Grote zeggen","Galigaan-associatie","Subassociatie van Moerasvaren","Galigaan-associatie, subass. v. Moerasvaren","Cladietum marisci thelypteridetosum",0,1,"8Bd1","Cladietum marisci"
865,2.0030000000000000e+03,"08C5d","RIET-KLASSE","Verbond der Grote zeggen","Galigaan-associatie","Subassociatie van Wateraardbei","Galigaan-associatie, subass. v. Wateraardbei","Cladietum marisci potentilletosum palustri",0,1,"8Bd1","Cladietum marisci"
868,2.0030000000000000e+03,"10-l","KLASSE VAN HOOGVEENSLENKEN","RG Pitrus/Veenmos ","nvt","nvt","RG Pitrus - Veenmos-[Klasse van hoogveenslenken]","RG Juncus effusus - Sphagnum-[Scheuchzerietea]",0,4,"10-DG1-[10]",
869,2.0030000000000000e+03,"11-l","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","RG Pitrus","nvt","nvt","RG Pitrus-[Kl. d hoogveenbulten, natte heiden]","RG Juncus effusus-[Oxycocco-Sphagnetea]",0,5,,
870,2.0030000000000000e+03,"11B-d","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","Veenmos-verbond","RG Slank veenmos","nvt","RG Slank veenmos-[K.hoogveenslenken/Veenmos-vb]","RG Sphagnum recurvum-[Scheuchzerietea/Ox-Ericion]",0,3,"nvt","Oxycocco-Sphagnetea"
871,2.0030000000000000e+03,"12-b","WEEGBREE-KLASSE","RG Oeverstekelnoot en Kweek (verbindt met Arthemisietea)","nvt","nvt","RG Oeverstekelnoot-Kweek-[Weegbree-kl/Bijvoet-k]","RG Xanthium or-Elymus rep-[Plantag/Artemisietea]",0,4,,
872,2.0030000000000000e+03,"12B-l","WEEGBREE-KLASSE","Zilverschoon-verbond","RG Heelblaadjes (verbindt met Convolvulo-Filipenduletea)","nvt","RG Heelblaadjes-[Zilv.sch-v/K.nat.strooiselruig]","RG Pulicaria dysenterica-[Lo-Potent/Conv-Filup]",0,4,,
873,2.0030000000000000e+03,"14-r","KLASSE DER DROGE GRASLANDEN OP ZANDGROND","RG Schapezuring","nvt","nvt","RG Schapezuring-[Kl. droge graslanden zandgrond]","RG Rumex acetosella-[Koelerio-Corynephoretea]",0,4,,
874,2.0030000000000000e+03,"14-q","KLASSE DER DROGE GRASLANDEN OP ZANDGROND","RG Engels gras (verbindt met Molinio-Arrhenatheretea)","nvt","nvt","RG Engels gras-[K.dr.gras.zand/K.vo.gras]","RG Armeria maritima-[Koel-Cor/Mol-Arrh]",0,3,,
875,2.0030000000000000e+03,"16-r","KLASSE DER VOCHTIGE GRASLANDEN","RG Pitrus","nvt","nvt","RG Pitrus-[Klasse der vochtige graslanden]","RG Juncus effusus-[Molinio-Arrhenatheretea]",0,5,,
877,2.0030000000000000e+03,"16C-m","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","RG Grote vossestaart en Ruw beemdgras","nvt","RG Grote vossestaart-Ruw beemdgras-[Glansh.-v.]","RG Alopecurus prat.-Poa trivialis-[Arrhenarherion]",0,4,,
878,2.0030000000000000e+03,"16-n","KLASSE DER VOCHTIGE GRASLANDEN","RG Cichorei (verbindt met Artemisietea)","nvt","nvt","RG Cichorei-[Klasse vocht. grasland/Bijvoet-kl.]","RG Cichorium intybus-[Mol-Arrhenat/Artemisietea]",0,4,,
879,2.0030000000000000e+03,"16-o","KLASSE DER VOCHTIGE GRASLANDEN","RG Grote kaardebol-Kweek (verbindt met Artemisietea)","nvt","nvt","RG Grote kaardebol-Kweek-[Kl.vo.gras/Bijvoet-kl]","RG Dipsacus f-Elymus rep-[Mol-Arrh/Artemisietea]",0,4,,
881,2.0030000000000000e+03,"16-q","KLASSE DER VOCHTIGE GRASLANDEN","RG Engels gras (verbindt met Koelerio-Corynephoretea)","nvt","nvt","RG Engels gras-[K.dr.gras.zand/K.vo.gras]","RG Armeria maritima-[Koel-Cor/Mol-Arrh]",0,3,,
882,2.0030000000000000e+03,"19-h","KLASSE DER HEISCHRALE GRASLANDEN","RG Pitrus","nvt","nvt","RG Pitrus-[Klasse der heischrale graslanden]","RG Juncus effusus-[Nardetea]",0,5,,
883,2.0030000000000000e+03,"32-i","KLASSE DER NATTE STROOISELRUIGTEN","RG Klein hoefblad (verbindt met Artemisietea)","nvt","nvt","RG Klein hoefblad-[Bijvoet-k/K.nat.strooislruig]","RG Tussilago farfara-[Artemisietea/Conv-Filipen]",0,5,,
884,2.0030000000000000e+03,"43-i","KLASSE DER EIKEN- EN BEUKENBOSSEN OP VOEDSELRIJKE GROND","RG Duinriet","nvt","nvt","RG Duinriet-[Kl. Eiken- en beukenbossen voedselrijk]","RG Calamagrostis epigejos-[Querco-Fagetea]",0,3,"43Aa1b","Violo odoratae-Ulmetum inops"
885,2.0040000000000000e+03,"43-j","KLASSE DER EIKEN- EN BEUKENBOSSEN OP VOEDSELRIJKE GROND","RG Zachte berk en Duinriet (verbindt met Berberidion)","nvt","nvt","RG Zachte berk-Duinriet-[Kl. Eiken-,beukenb.v-rijk]","RG Betula - Calamagrostis-[Querco-Fagetea]",0,3,"43Aa3a","Crataego-Betuletum pubescentis typicum"
886,2.0030000000000000e+03,"40A-d","KLASSE DER BERKENBROEKBOSSEN","Verbond der berkenbroekbossen","RG Kraaihei","nvt","RG Kraaihei-[Verbond der berkenbroekbossen]","RG Empetrum nigrum-[Betulion pubescentis]",0,3,"nvt","Vaccinio-Betuletea pubescentis"
1,2.0020000000000000e+03,"01-a","EENDEKROOS-KLASSE","RG Klein kroos","nvt","nvt","RG Klein kroos-[Eendekroos-klasse]","RG Lemna minor-[Lemnetea minoris]",0,5,"01RG01","RG Lemna minor-[Lemnetea minoris]"
6,2.0020000000000000e+03,"03A1","ZEEGRAS-KLASSE","Zeegras-verbond","Associatie van Klein zeegras","nvt","Associatie van Klein zeegras","Zosteretum noltii",0,1,"03Aa1","Zosteretum noltii"
13,2.0020000000000000e+03,"04B1","KRANSWIEREN-KLASSE","Verbond van Stekelharig kransblad","Associatie van Sterkranswier","nvt","Associatie van Sterkranswier","Nitellopsidetum obtusae",0,1,"4Ba1","Nitellopsidetum obtusae"
29,2.0020000000000000e+03,"05A3a","FONTEINKRUID-KLASSE","Verbond van Gesteelde zannichellia","Associatie van Groot nimfkruid","Subassociatie van zannichellia","Assoc. v Groot nimfkruid, subass. v Zannichellia","Najadetum marinae zannichellietosum",0,1,"05AA03A","Najadetum marinae zannichellietosum"
21,2.0020000000000000e+03,"05-b","FONTEINKRUID-KLASSE","RG Gekroesd fonteinkruid","nvt","nvt","RG Gekroesd fonteinkruid-[Fonteinkruid-klasse]","RG Potamogeton crispus-[Potametea]",0,3,"05RG02","RG Potamogeton crispus-[Potametea]"
711,2.0020000000000000e+03,"05B3b","FONTEINKRUID-KLASSE","Waterlelie-verbond","Associatie van Witte waterlelie & Gele plomp","Soortenarme subassociatie","Ass. Witte waterlelie-Gele plomp, srt.-arme sub.","Myriophyllo-Nupharetum inops",0,4,"5Ba3","Myriophyllo-Nupharetum"
44,2.0020000000000000e+03,"05D5","FONTEINKRUID-KLASSE","Verbond der kleine fonteinkruiden","Associatie van Waterviolier & Kransvederkruid","nvt","Associatie van Waterviolier en Kransvederkruid","Myriophyllo verticillati-Hottonietum",0,1,"05BC05","Myriophyllo verticillati-Hottonietum"
51,2.0020000000000000e+03,"06-c","OEVERKRUID-KLASSE","RG Veelstengelige waterbies/Veenmos (verbindt met Scheuchzerietea)","nvt","nvt","RG Veelst.w.bies-Veenmos-[Oeverkr./Kl.h.veensl.]","RG Eleocharis multic-Sphagn-[Littorel/Scheuchz]",0,2,"06-RG3-[6/10]","RG Eleocharis multicaulis-Sphagnum-[Littorelletea/Scheuchzerietea]"
267,2.0020000000000000e+03,"15A1a","KLASSE DER DROGE, KALKMINNENDE GRASLANDEN","Verbond der matig droge kalkgraslanden","Associatie van Sikkelklaver en Zachte haver ","Subassociatie van Gewone veldbies","Ass. Sikkelklaver-Zachte haver, sub Gew.veldbies","Medicagini-Avenetum luzeletosum",0,1,"14Bc2a","Medicagini-Avenetum pubescentis luzuletosum"
281,2.0020000000000000e+03,"16-i","KLASSE DER VOCHTIGE GRASLANDEN","RG Gewoon struisgras en Biggekruid (verbindt met Koelerio-Corynephoretea)","nvt","nvt","RG G.struisg-G.biggek-[K.dr.gras.zand/K.vo.gras]","RG Agrostis cap-Hypochae.rad-[Koel-Cor/Mol-Arrh]",0,3,"14-RG6-[14B]","RG Agrostis capillaris-Hypochaeris radicata-[Trifolio-Festucetalia ovinae]"
295,2.0020000000000000e+03,"16A-d","KLASSE DER VOCHTIGE GRASLANDEN","Verbond van Biezenknoppen en Pijpestrootje","RG Grote wederik, Hennegras en Poelruit","nvt","RG Gr.wederik-Hennegr.-P.ruit-[V Biez.-Pijpest.]","RG Lysimachia-Calamagrost.-Thalictr.[Junco-Mol.]",0,2,"16-RG5-[16Aa]","RG Carex panicea-Succisa pratensis-[Junco-Molinion]"
339,2.0020000000000000e+03,"16C3e","KLASSE DER VOCHTIGE GRASLANDEN","Glanshaver-verbond","Glanshaver-associatie","Subassociatie van Duifkruid","Glanshaver-associatie, subassociatie v Duifkruid","Arrhenatheretum scabiosetosum columbariae",0,1,"16Bb1d","Arrhenatheretum elatioris medicaginetosum falcatae"
364,2.0020000000000000e+03,"20A1e","KLASSE DER DROGE HEIDEN","Verbond van Struikhei en Kruipbrem","Associatie van Struikhei en Stekelbrem","Soortenarme subassociatie","Ass. v Struikhei en Stekelbrem, srt.-arme sub.","Genisto anglicae-Callunetum inops",0,3,"20Aa1b","Genisto anglicae-Callunetum typicum"
457,2.0020000000000000e+03,"23B-a","HELM-KLASSE","Helm-verbond","RG Zeepostelein (verbindt met Salsolo-Honkenyion peploides)","nvt","RG Zeepostelein-[Loogkruid-verbond/Helm-verbond]","RG Honckenya pepl-[Sals-Honckenyion/Ammophilion]",0,1,"22-RG2-[22Ab/23","RG Honckenya peploides-[Salsolo-Honckenyion peploidis/Ammophilion arenariae]"
474,2.0020000000000000e+03,"26A-c","ZEEASTER-KLASSE","Verbond van Gewoon kweldergras","RG Schorrekruid","nvt","RG Schorrekruid-[Zeekraal-vb/Vb.Gew.kweldergras]","RG Suaeda maritima-[Th-Salicornion/Puccinellion]",0,1,"25Aa3","Suaedetum maritimae"
496,2.0020000000000000e+03,"28-a","DWERGBIEZEN-KLASSE","RG Greppelrus en/of Moerasdroogbloem","nvt","nvt","RG Greppelrus-Moerasdroogbloem-[Dwergbiezen-kl.]","RG Juncus buf.-Gnaphalium ulig.[Isoeto-Nanojun.]",0,5,"28-RG1-[28/29]","RG Gnaphalium uliginosum-[Isoeto-Nanojuncetea/Bidentetea tripartitae]"
502,2.0020000000000000e+03,"29-c","TANDZAAD-KLASSE","RG Waterpeper [Bidentetea]","nvt","nvt","RG Waterpeper-[Tandzaad-klasse]","RG Polygonum hydropiper-[Bidentetea tripartitae]",0,5,"29Aa1","Polygono-Bidentetum"
578,2.0020000000000000e+03,"37-e","KLASSE DER DOORNSTRUWELEN","RG Koebraam","nvt","nvt","RG Koebraam-[Klasse der doornstruwelen]","RG Rubus ulmifolius-[Rhamno-Prunetea]",0,3,"37Ab1b","Pruno-Crataegetum rubetosum ulmifolii"
586,2.0020000000000000e+03,"37B-b","KLASSE DER DOORNSTRUWELEN","Ligusterverbond","RG Zachte berk, Duinriet en Watermunt (verbindt met Circaeo-Alnion)","nvt","RG Z.berk-Duinriet-Watermunt-[Ligust.v/V.Els+Es]","RG Betula pub-Calamagr.ep-Mentha aq-[Berb/C-Aln]",0,3,"43Aa3b","Crataego-Betuletum pubescentis menthetosum"
637,2.0020000000000000e+03,"41A1c","KLASSE DER NAALDBOSSEN","Verbond der naaldbossen","Gaffeltandmos-Jeneverbesstruweel","subassociatie van Rozen","Gaffeltandmos-jeneverbesstruweel, subass v Rozen","Dicrano-Juniperetum rosetosum",0,1,"37Ab2","Roso-Juniperetum"
647,2.0020000000000000e+03,"42-b","KLASSE DER EIKEN- EN BEUKENBOSSEN OP VOEDSELARME GROND","RG Beuk-Pronkmos","nvt","nvt","RG Beuk-Pronkmos[Kl.Eiken-beukenbos.,voedselarm]","RG Fagus-Isopterygium el.-[Quercetea robori-pet]",0,3,"42Aa3c","Deschampsio-Fagetum isopterygietosum"
690,2.0020000000000000e+03,"43B-c","KLASSE DER EIKEN- EN BEUKENBOSSEN OP VOEDSELRIJKE GROND","Verbond van Els en Es","RG Grote brandnetel","nvt","RG Grote brandnetel-[Verbond van Els en Es]","RG Urtica dioica-[Circaeo-Alnion]",0,3,"43-RG3-[43Aa""]","RG Urtica dioica-[Circaeo-Alnenion]"
700,2.0020000000000000e+03,"43C1f","KLASSE DER EIKEN- EN BEUKENBOSSEN OP VOEDSELRIJKE GROND","Haagbeuken-verbond","Eiken-Haagbeukenbos","subassociatie van Daslook, vorm met Parelgras, Gele anemoon of Rapunzel","Eiken-haagbeuk., sub Daslook, met Parelgras, etc","Stellario-Carpinetum allietosum m-a-phyteumosum",0,1,"43Ab1d","Stellario-Carpinetum allietosum"
722,2.0020000000000000e+03,"08B3d","RIET-KLASSE","Riet-verbond","Riet-associatie","Soortenarme subassociatie","Riet-associatie, soortenarme subassociatie","Typho-Phragmitetum inops",0,3,"8Bb4a","Typho-Phragmitetum typhetosum angustifoliae"
730,2.0020000000000000e+03,"09B2c","KLASSE DER KLEINE ZEGGEN","Verbond van Draadzegge","Associatie van Draadzegge en Veenpluis","Soortenarme subassociatie","Ass. v Draadzegge en Veenpluis, srt.-arme subass","Eriophoro-Caricetum lasiocarpae inops",0,2,"10Ab1","Eriophoro-Caricetum lasiocarpae"
735,2.0020000000000000e+03,"11A3c","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","Dopheide-verbond","Associatie van Kraaihei & Gewone Dophei","Typische subassociatie","Ass. v Kraaihei en Gewone Dophei, typ. subass.","Empetro-Ericetum typicum",0,1,"nvt","Oxycocco-Sphagnetea"
766,2.0020000000000000e+03,"14-j","KLASSE DER DROGE GRASLANDEN OP ZANDGROND","RG Zandzegge en Kraakloof","nvt","nvt","RG Zandzegge-Kraakloof-[Kl. droge grasl. zandg.]","RG Carex arenaria -Coelocaulon-[Koelerio-Coryn.]",0,3,"14-RG1-[14]","RG Carex arenaria-[Koelerio-Corynephoretea]"
777,2.0020000000000000e+03,"18-a","KLASSE VAN GLADDE WITBOL EN HAVIKSKRUIDEN","RG Gladde witbol","nvt","nvt","RG Gladde witbol-[Kl. Gladde witbol en Havikskr]","RG Holcus lanatus-[Melampyro-Holcetea mollis]",0,4,"18Aa1","Hyperico pulchri-Melampyretum pratensis"
802,2.0020000000000000e+03,"50C","OVERIG","zand (minder dan 5% begroeid)","nvt","nvt","zand","nvt",0,3,"vegetatieloos",
821,2.0020000000000000e+03,"16B-f","KLASSE DER VOCHTIGE GRASLANDEN","Dotterbloem-verbond","RG Reuzenpaardestaart/Gele zegge Veldrus [Dotterverbond -Moerasspireaverbond]","nvt","RG R.prd.st./Ge.zegge-V.rus-[Dot.v.-M.spirea-v.]","RG Eq.telm./Car.flava-Junc.acut.-[Calth.-Filup.]",0,2,"16A",
828,2.0020000000000000e+03,"37A2+RL","KLASSE DER DOORNSTRUWELEN","Verbond van Bramen en Sleedoorn","Associatie van Sleedoorn en Slankstekelige braam","nvt","Associatie van Sleedoorn en Slankstekelige braam","Pruno-Rubetum elegantispinosi",0,3,"37Aa2","Pruno-Rubetum elegantispinosi"
836,2.0020000000000000e+03,"35A1+RL","BRUMMEL-KLASSE","Brummel-verbond","Associatie van Bronskleurige bosbraam","nvt","Associatie van Bronskleurige bosbraam","Rubetum grati",0,3,"35Aa1","Rubetum grati"
841,2.0020000000000000e+03,"37-c+RL","KLASSE DER DOORNSTRUWELEN","RG Wilde kardinaalsmuts, Wegedoorn en Rode kornoelje","nvt","nvt","RG W.kardinaalsm.-Weged.-R.kornoel.[Kl.Doornst.]","RG Evonymus e-Rhamnus c-Cornus s-[Rha.-Prunetea]",0,3,"37Ab1c","Pruno-Crataegetum viburnetosum opuli"
849,2.0020000000000000e+03,"37B-b+RL","KLASSE DER DOORNSTRUWELEN","Ligusterverbond","RG Zachte berk, Duinriet en Watermunt (verbindt met Circaeo-Alnion)","nvt","RG Z.berk-Duinriet-Watermunt-[Ligust.v/V.Els+Es]","RG Betula pub-Calamagr.ep-Mentha aq-[Berb/C-Aln]",0,3,"43Aa3b","Crataego-Betuletum pubescentis menthetosum"
852,2.0020000000000000e+03,"37B-e+RL","KLASSE DER DOORNSTRUWELEN","Ligusterverbond","RG Duindoorn en Duinriet","nvt","RG Duindoorn - Duinriet-[Liguster-verbond]","RG Hippophae rh.-Calamagrostis epi.[Berberidion]",0,3,"37-RG3-[37Ac/14","RG Hippophae rhamnoides-Calamagrostis epigejos-[Berberidion vulgaris/Polygalo-Koelerion]"
876,2.0030000000000000e+03,"16A-g","KLASSE DER VOCHTIGE GRASLANDEN","Verbond van Biezenknoppen en Pijpestrootje","RG Geelgroene zegge en Dwergzegge (verbindt met Oxycocco-Sphagnetea)","nvt","RG Gg.zegge-Dw.zegge-[K.hveen.hei/V.Biez.Pijpes]","RG Carex oederi-[Oxyc-Sphagnetea/Junco-Molinion]",0,3,"16-RG5-[16Aa]","RG Carex panicea-Succisa pratensis-[Junco-Molinion]"
880,2.0030000000000000e+03,"16-p","KLASSE DER VOCHTIGE GRASLANDEN","RG Grote pimpernel","nvt","nvt","RG Grote pimpernel-[Klasse vocht. grasland]","RG Sanguisorba officinalis-[Molinio-Arrhenatheretea]",0,3,"16Ba2","Sanguisorbo-Silaetum"
11,2.0020000000000000e+03,"04A-a","KRANSWIEREN-KLASSE","Glanswier-verbond","RG Buigzaam glanswier","nvt","RG Buigzaam glanswier-[Glanswier-verbond]","RG Nitella flexilis-[Nitellion flexilis]",0,3,"nvt","Nitelletalia flexilis"
866,2.0030000000000000e+03,"09-l","KLASSE DER KLEINE ZEGGEN","RG Gewone waterbies","nvt","nvt","RG Gewone waterbies-[Klasse der kleine Zeggen]","RG Eleocharis palustris palust.-[Parvocaricetea]",0,3,"nvt","Parvocaricetea"
867,2.0030000000000000e+03,"09-k","KLASSE DER KLEINE ZEGGEN","RG Pitrus","nvt","nvt","RG Pitrus-[Klasse der kleine Zeggen]","RG Juncus effusus-[Parvocaricetea]",0,5,"nvt","Parvocaricetea"
131,2.0020000000000000e+03,"09/c","KLASSE DER KLEINE ZEGGEN","DG Gewoon haarmos","nvt","nvt","DG Gewoon haarmos-[Klasse der kleine Zeggen]","DG Polytrichum commune-[Parvocaricetea]",0,4,"nvt","Parvocaricetea"
380,2.0020000000000000e+03,"09/d","KLASSE DER KLEINE ZEGGEN","DG Gewone waterbies","nvt","nvt","DG Gewone waterbies-[Klasse der kleine Zeggen]","DG Eleocharis palustris palust.-[Parvocaricetea]",1,5,"nvt","Parvocaricetea"
132,2.0020000000000000e+03,"09/e","KLASSE DER KLEINE ZEGGEN","DG Pitrus","nvt","nvt","DG Pitrus-[Klasse der kleine Zeggen]","DG Juncus effusus-[Parvocaricetea]",1,5,"nvt","Parvocaricetea"
130,2.0020000000000000e+03,"09/b","KLASSE DER KLEINE ZEGGEN","DG Ven-sikkelmos/Veenmos","nvt","nvt","DG Ven-sikkelmos-Veenmos-[Kl. d kleine Zeggen]","DG Drepanocladus fluitans - Sphagnum-[Parvocar.]",0,4,"nvt","Parvocaricetea"
726,2.0020000000000000e+03,"08-j","RIET-KLASSE","RG Moerasvaren","nvt","nvt","RG Moerasvaren-[Riet-klasse]","RG Thelypteris palustris-[Phragmitetea]",0,3,"nvt","Phragmitetea"
353,2.0020000000000000e+03,"19A-c","KLASSE DER HEISCHRALE GRASLANDEN","Verbond der heischrale graslanden","RG Hondsviooltje en Tandjesgras","nvt","RG Hondsviooltje-Tandjesgras-[Vb.heischr.grasl.]","RG Viola canina -Danthonia decumb-[Nardo-Galion]",0,2,"nvt","Nardetea"
249,2.0020000000000000e+03,"14D-d","KLASSE DER DROGE GRASLANDEN OP ZANDGROND","Verbond van Gewoon struisgras","RG Geel walstro en Fijn schapegras","nvt","RG Geel walstro-Fijn schapeg.-[Vb. Gew.struisg.]","RG Galium ver.-Festuca ov.ten.-[Plan.-Festucion]",0,3,"14Bb2a","Festuco-Galietum veri typicum"
319,2.0020000000000000e+03,"16B3","KLASSE DER VOCHTIGE GRASLANDEN","Dotterbloem-verbond","Associatie van Harlekijn en Ratelaar","nvt","Associatie van Harlekijn en Ratelaar","Rhinantho-Orchietum morionis",0,1,"16Ab2","Rhinantho-Orchietum morionis"
312,2.0020000000000000e+03,"16B1a","KLASSE DER VOCHTIGE GRASLANDEN","Dotterbloem-verbond","Associatie van Boterbloem en Waterkruiskruid ","Typische subassociatie","Ass. Boterbloem en Waterkruiskruid, typ. subass.","Ranunculo-Senecionetum typicum",0,1,"16Ab4","Ranunculo-Senecionetum aquatici"
313,2.0020000000000000e+03,"16B1b","KLASSE DER VOCHTIGE GRASLANDEN","Dotterbloem-verbond","Associatie van Boterbloem en Waterkruiskruid ","Subassociatie van  Zomprus","Ass. Boterbloem-Waterkruiskruid, subass. Zomprus","Ranunculo-Senecionetum juncetosum articulati",0,1,"16Ab4a","Ranunculo-Senecionetum aquatici juncetosum articulati"
314,2.0020000000000000e+03,"16B1c","KLASSE DER VOCHTIGE GRASLANDEN","Dotterbloem-verbond","Associatie van Boterbloem en Waterkruiskruid ","Subassociatie van  Draadrus","Ass. Boterbloem-Waterkruiskruid, subass Draadrus","Ranunculo-Senecionetum juncetosum filiformis",0,1,"16Ab4","Ranunculo-Senecionetum aquatici"
317,2.0020000000000000e+03,"16B1f","KLASSE DER VOCHTIGE GRASLANDEN","Dotterbloem-verbond","Associatie van Boterbloem en Waterkruiskruid ","Subassociatie van Scherpe zegge","Ass. Boterbloem-Waterkruiskr., sub Scherpe zegge","Ranunculo-Senecionetum caricetosum acutae",0,1,"16Ab4","Ranunculo-Senecionetum aquatici"
315,2.0020000000000000e+03,"16B1d","KLASSE DER VOCHTIGE GRASLANDEN","Dotterbloem-verbond","Associatie van Boterbloem en Waterkruiskruid ","Subassociatie van Wateraardbei","Ass. Boterbloem-Waterkruiskr., sub. Wateraardbei","Ranunculo-Senecionetum potentilletosum palustri",0,1,"16Ab4b","Ranunculo-Senecionetum aquaticicaricetosum paniceae"
